업종명,업소명,소재지(도로명),소재지(지번),소재지전화,업태명
일반음식점,힐링한우정육식당,"충청남도 천안시 서북구 성성8로 2-34, 3층 302,303호 (성성동)",충청남도 천안시 서북구 성성동 669 ,041 -561 -0608,식육(숯불구이)
일반음식점,엘리시움,"충청남도 천안시 서북구 성정중7길 25, 1층 (성정동)",충청남도 천안시 서북구 성정동 1156 금광빌딩 ,,정종/대포집/소주방
일반음식점,보이스,"충청남도 천안시 서북구 성거읍 성거길 181-1, 상가동 지하1층 101호 (아느칸빌아파트)",충청남도 천안시 서북구 성거읍 저리 26-7 아느칸빌아파트 ,,한식
일반음식점,큰바다해물칼국수,"충청남도 천안시 서북구 업성수변로 193, 1층 (업성동)",충청남도 천안시 서북구 업성동 371 ,041 -568 -8802,한식
일반음식점,진원소우천안백석점,"충청남도 천안시 서북구 한들1로 153, 1층 (백석동)",충청남도 천안시 서북구 백석동 1061 ,,식육(숯불구이)
일반음식점,맛있는족발보쌈,"충청남도 천안시 서북구 불당5길 38, 1층 (불당동)",충청남도 천안시 서북구 불당동 1147 ,,한식
일반음식점,골목냉삼,"충청남도 천안시 서북구 검은들3길 9, 메트로프라자빌딩 1층 111호 (불당동)",충청남도 천안시 서북구 불당동 697 메트로프라자빌딩 ,041 -1666-0125,식육(숯불구이)
일반음식점,에이브로,"충청남도 천안시 서북구 봉정로 149, 1층 (성정동)",충청남도 천안시 서북구 성정동 715-2 ,,한식
일반음식점,베가스카페,"충청남도 천안시 서북구 불당33길 41, 3층 303호 (불당동)",충청남도 천안시 서북구 불당동 1635 ,,정종/대포집/소주방
일반음식점,피자는치즈빨성정점,"충청남도 천안시 서북구 성정중1길 26-4, 1층 (성정동)",충청남도 천안시 서북구 성정동 1134 어이정 ,,경양식
일반음식점,맛소곱창,"충청남도 천안시 서북구 한들1로 27, 1층 (백석동)",충청남도 천안시 서북구 백석동 336-2 ,041 -522 -6609,한식
일반음식점,오맛나식당,"충청남도 천안시 서북구 미라1길 25, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1044 내고향삼겹살 ,041 -5785-559,한식
일반음식점,제육대가쭈대가천안점,"충청남도 천안시 서북구 두정로 203, SKL빌딩 1층 107호 (두정동)",충청남도 천안시 서북구 두정동 1263 SKL빌딩 ,,한식
일반음식점,은일식,"충청남도 천안시 서북구 불당34길 25-2, 2층 (불당동)",충청남도 천안시 서북구 불당동 1815 ,041 -417 -2580,일식
일반음식점,착한집부산조방낙지,"충청남도 천안시 서북구 불당25로 226, 골든스퀘어II 1층 101,102호 (불당동)",충청남도 천안시 서북구 불당동 1480 골든스퀘어Ⅱ ,,한식
일반음식점,참치블루스,"충청남도 천안시 서북구 불당11로 15-1, 1층 (불당동)",충청남도 천안시 서북구 불당동 926 ,,일식
일반음식점,먹슐랭앤두가지떡볶이천안두정점,"충청남도 천안시 서북구 두정고2길 18-5, 1층 (두정동, 이솝파크빌)",충청남도 천안시 서북구 두정동 1928 이솝파크빌 ,041 -563 -2300,한식
일반음식점,부엌불당점,"충청남도 천안시 서북구 불당24로 45-7, 1층 102.103호 (불당동)",충청남도 천안시 서북구 불당동 1469 ,070 -7769-1096,한식
일반음식점,카페디얼,"충청남도 천안시 서북구 불당23로 73-30, 불당아리스타팰리스 1층 117.118.119호 (불당동)",충청남도 천안시 서북구 불당동 1483 불당아리스타팰리스 ,041 -561 -5400,기타
일반음식점,덕꾼오리바베큐천안점,"충청남도 천안시 서북구 양지7길 10, 1층 (성정동)",충청남도 천안시 서북구 성정동 739-7 엔젤헤어 ,,식육(숯불구이)
일반음식점,지라난태국음식점,"충청남도 천안시 서북구 성환읍 성환중앙로 66-15, 1층",충청남도 천안시 서북구 성환읍 성환리 279-14 우진빌딩 ,,"외국음식전문점(인도,태국등)"
일반음식점,송담추어탕업성점,"충청남도 천안시 서북구 업성2길 139, 1층 (업성동)",충청남도 천안시 서북구 업성동 176-5 ,041 -900 -8900,한식
일반음식점,도깨비족발,"충청남도 천안시 서북구 성환읍 연암율금로 478, 1층",충청남도 천안시 서북구 성환읍 매주리 311-11 서대문 ,041 -588 -7878,한식
일반음식점,옛날통닭,"충청남도 천안시 서북구 성거읍 봉주로 103, 1층",충청남도 천안시 서북구 성거읍 신월리 10 ,,호프/통닭
일반음식점,스토랑트천안불당점,"충청남도 천안시 서북구 불당25로 176, 율곡스퀘어더에이스 1층 120,121,122,134,135호 (불당동)",충청남도 천안시 서북구 불당동 1534 ,042 -931 -2007,경양식
일반음식점,공룡닭발쌍용점,"충청남도 천안시 서북구 쌍용14길 19, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 748 쌍용철물 ,,한식
일반음식점,도토리묵집빠,"충청남도 천안시 서북구 한들1로 157, 천안 마치애비뉴Ⅳ 1층 107.108호 (백석동)",충청남도 천안시 서북구 백석동 1059 ,,한식
일반음식점,시티오브사운드,"충청남도 천안시 서북구 불당30길 7-2, 1층 (불당동)",충청남도 천안시 서북구 불당동 1774 ,,경양식
일반음식점,도깨비족발,"충청남도 천안시 서북구 성정두정로 127, 1층 (두정동, 프로섬빌)",충청남도 천안시 서북구 두정동 1135 프로섬빌 ,,한식
일반음식점,짬스형퓨전짬뽕전문점,"충청남도 천안시 서북구 성정12길 13, 1층 (성정동)",충청남도 천안시 서북구 성정동 730-4 두손미술학원 ,,식육(숯불구이)
일반음식점,꼬기만땅점보비빔밥,"충청남도 천안시 서북구 서부17길 16, 1층 (성정동)",충청남도 천안시 서북구 성정동 645-20 삼광건설 ,,한식
일반음식점,계릴라도리탕,"충청남도 천안시 서북구 쌍용13길 12, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1426 아재르화장품 ,,한식
일반음식점,이춘봉인생치킨성정점,"충청남도 천안시 서북구 서부대로 648-13, 상가동 1층 3호 (성정동, 주공6단지아파트)",충청남도 천안시 서북구 성정동 785 주공6단지아파트 ,,호프/통닭
일반음식점,금재포차,"충청남도 천안시 서북구 성정공원1길 14-7, 1층 (성정동)",충청남도 천안시 서북구 성정동 1487 ,,호프/통닭
일반음식점,플레르38,"충청남도 천안시 서북구 불당26로 122, 근린생활시설1동 1층 106호 (불당동, 천안불당파크푸르지오2단지)",충청남도 천안시 서북구 불당동 1494 천안불당파크푸르지오2단지 ,,경양식
일반음식점,채연이네낭만포차,"충청남도 천안시 서북구 성정2길 25, 1층 (성정동)",충청남도 천안시 서북구 성정동 706-8 ,041 -575 -8225,호프/통닭
일반음식점,유로코피자불당쌍용점,"충청남도 천안시 서북구 쌍용11길 17, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1933 피자하나 ,041 -575 -1828,경양식
일반음식점,두정주막,"충청남도 천안시 서북구 봉정로 388, 1층 (두정동)",충청남도 천안시 서북구 두정동 1616 용암빌딩 ,,한식
일반음식점,제주은희네해장국천안직산점,"충청남도 천안시 서북구 직산읍 천안밸리로 64, 1층",충청남도 천안시 서북구 직산읍 삼은리 92-8 ,041 -415 -0808,한식
일반음식점,말통샌드위치천안점,"충청남도 천안시 서북구 월봉4로 24, 1 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1679 부자부동산 ,,기타
일반음식점,야심한밤포차,"충청남도 천안시 서북구 1공단4길 29, 1층 106호 (두정동)",충청남도 천안시 서북구 두정동 68-36 ,,정종/대포집/소주방
일반음식점,삽교곱창성환점,"충청남도 천안시 서북구 성환읍 성환3로 52, 1동 1층",충청남도 천안시 서북구 성환읍 성월리 107-2 ,,식육(숯불구이)
일반음식점,마로커피,"충청남도 천안시 서북구 불당15길 2, 1층 (불당동)",충청남도 천안시 서북구 불당동 1380 ,,경양식
일반음식점,버거비,"충청남도 천안시 서북구 불당31길 3-2, 1층 (불당동)",충청남도 천안시 서북구 불당동 1666 ,,경양식
일반음식점,대한민족,"충청남도 천안시 서북구 서부19길 20, 1층 (성정동)",충청남도 천안시 서북구 성정동 622-10 태양속셈학원 ,,한식
일반음식점,버뮤다,"충청남도 천안시 서북구 성환읍 성월1길 5, 1층",충청남도 천안시 서북구 성환읍 성월리 65-26 ,,한식
일반음식점,자갈치브라더스두정점,"충청남도 천안시 서북구 1공단1길 49, 1층 (두정동)",충청남도 천안시 서북구 두정동 71-35 ,,한식
일반음식점,엄마밥집,"충청남도 천안시 서북구 성환읍 종합시장길 24, 1층",충청남도 천안시 서북구 성환읍 성환리 344-116 다정어린이집 ,041 -585 -2959,한식
일반음식점,장어남,"충청남도 천안시 서북구 봉정로 202, 1층 (성정동)",충청남도 천안시 서북구 성정동 664-12 ,,한식
일반음식점,아이디얼커피,"충청남도 천안시 서북구 쌍용10길 2, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1977 ,,기타
일반음식점,우상,"충청남도 천안시 서북구 불당25로 182, 6층 602호 (불당동)",충청남도 천안시 서북구 불당동 1531 ,,식육(숯불구이)
일반음식점,다래식당,"충청남도 천안시 서북구 성거읍 석문길 322-2, 1층",충청남도 천안시 서북구 성거읍 문덕리 44 ,,한식
일반음식점,곱떡치떡앤찜꽁찜닭,"충청남도 천안시 서북구 직산읍 봉주로 20-4, 1층",충청남도 천안시 서북구 직산읍 삼은리 76-334 옛날집 ,041 -587 -5591,한식
일반음식점,골드문참치,"충청남도 천안시 서북구 서부19길 4, 1층 (성정동)",충청남도 천안시 서북구 성정동 619-1 덕산빌딩 ,041 -907 -0707,일식
일반음식점,어야족발,"충청남도 천안시 서북구 불당1길 49, 신화팰리스 1층 102호 (불당동)",충청남도 천안시 서북구 불당동 963 불당독서실 ,041 -567 -4422,한식
일반음식점,조인트피자,"충청남도 천안시 서북구 불당31길 16, 1층 (불당동)",충청남도 천안시 서북구 불당동 1678 ,,경양식
일반음식점,블루문,"충청남도 천안시 서북구 불당2길 29, 1층 (불당동)",충청남도 천안시 서북구 불당동 948 태조건설산업 ,,정종/대포집/소주방
일반음식점,둥지칼국수,"충청남도 천안시 서북구 불당25로 208, 중원타워-1 1층 117호 (불당동)",충청남도 천안시 서북구 불당동 1489 ,,한식
일반음식점,빅보스에프앤씨,"충청남도 천안시 서북구 백석로 222, 3층 (성정동)",충청남도 천안시 서북구 성정동 1005 대영빌딩 ,,경양식
일반음식점,구파발집제주고기,"충청남도 천안시 서북구 미라2길 47, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1074 미니스톱 ,,식육(숯불구이)
일반음식점,김영희동태찜앤코다리냉면불당점,"충청남도 천안시 서북구 불당25로 176, 율곡스퀘어 더 에이스 2층 212.213호 (불당동)",충청남도 천안시 서북구 불당동 1534 ,,한식
일반음식점,최선생,"충청남도 천안시 서북구 성성8로 2-30, 1층 101호 (성성동)",충청남도 천안시 서북구 성성동 685 ,,일식
일반음식점,도깨비피자,"충청남도 천안시 서북구 한들3로 70, 1층 110호 (백석동, 백석 더샵 아파트)",충청남도 천안시 서북구 백석동 1193 백석 더샵 아파트 ,,경양식
일반음식점,오늘은여기닭,"충청남도 천안시 서북구 직산읍 자은가리1길 68, 생활편익시설동 111,112,113호 (우성아파트)",충청남도 천안시 서북구 직산읍 모시리 206-13 우성아파트 ,,호프/통닭
일반음식점,노가리를찾는사람들배달24시,"충청남도 천안시 서북구 오성로 51, 1층 (두정동)",충청남도 천안시 서북구 두정동 785 경대빌딩 ,041 -551 -4477,정종/대포집/소주방
일반음식점,나눔푸드,"충청남도 천안시 서북구 성성8로 2-34, 5층 501호 (성성동)",충청남도 천안시 서북구 성성동 669 ,041 -585 -1333,한식
일반음식점,몬스터토너먼트,"충청남도 천안시 서북구 불당33길 45, 더테라스 3층 302호 (불당동)",충청남도 천안시 서북구 불당동 1634 ,,한식
일반음식점,크앙분식,"충청남도 천안시 서북구 불당33길 28, 지앤지홀딩스타워 1층 102호 (불당동)",충청남도 천안시 서북구 불당동 1616 지앤지홀딩스타워 ,,한식
일반음식점,시골들밥집,"충청남도 천안시 서북구 성거읍 봉주로 167, 천지공인중개사 1층",충청남도 천안시 서북구 성거읍 소우리 184-31 천지공인중개사 ,,한식
일반음식점,더,"충청남도 천안시 서북구 불당8길 17-4, 1동 1층 (불당동)",충청남도 천안시 서북구 불당동 1076 ,,정종/대포집/소주방
일반음식점,대령숙수,"충청남도 천안시 서북구 불당30길 7-4, 1층 (불당동)",충청남도 천안시 서북구 불당동 1775 ,,한식
일반음식점,슈가맥푸드시스템,"충청남도 천안시 서북구 성성11길 24-2, 1층 (성성동)",충청남도 천안시 서북구 성성동 771 ,041 -902 -9297,정종/대포집/소주방
일반음식점,다운타운,"충청남도 천안시 서북구 성정두정로 35, 1층 106호 (성정동, 프라지움3차)",충청남도 천안시 서북구 성정동 1322 프라지움3차 ,,정종/대포집/소주방
일반음식점,소바우,"충청남도 천안시 서북구 1공단1길 49, 1층 (두정동)",충청남도 천안시 서북구 두정동 71-37 ,,식육(숯불구이)
일반음식점,똘똘이바다장어,"충청남도 천안시 서북구 개목4길 49, 1층 (성정동)",충청남도 천안시 서북구 성정동 1001 천일빌딩 ,041 -903 -8702,한식
일반음식점,달잔,"충청남도 천안시 서북구 성정5길 18, 1층 (성정동)",충청남도 천안시 서북구 성정동 697-16 ,041 -575 -6882,정종/대포집/소주방
일반음식점,카페414,"충청남도 천안시 서북구 부성6길 25, 1층 (두정동)",충청남도 천안시 서북구 두정동 1002 한밭유통 ,,기타
일반음식점,엉클,"충청남도 천안시 서북구 성환읍 성환중앙로 35, 2층",충청남도 천안시 서북구 성환읍 성환리 449-492 명동숯불바베큐 ,,정종/대포집/소주방
일반음식점,뿔로닭발,"충청남도 천안시 서북구 오성5길 35, 1층 (두정동, 호연빌리지)",충청남도 천안시 서북구 두정동 775 호연빌리지 ,041 -566 -8933,한식
일반음식점,다온맛집,"충청남도 천안시 서북구 미라3길 12-2, 쌍용빌딩 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1206 쌍용빌딩 ,,한식
일반음식점,떡순이,"충청남도 천안시 서북구 봉정로 324, B동 1층 105호 (두정동, 두정역 효성해링턴 플레이스)",충청남도 천안시 서북구 두정동 63-6 두정역 효성해링턴 플레이스 ,,한식
일반음식점,딜리버리랩코리아,"충청남도 천안시 서북구 풍천원1길 13-2, 1층 (성정동)",충청남도 천안시 서북구 성정동 635-19 아카데미슈퍼 ,,중국식
일반음식점,감미치킨,"충청남도 천안시 서북구 성정두정로 70, 1층 102호 (두정동, 아크로텔천안두정)",충청남도 천안시 서북구 두정동 1464 아크로텔천안두정 ,041 -551 -3356,호프/통닭
일반음식점,무모한초밥,"충청남도 천안시 서북구 불당25로 208, 중원타워-1 1층 115호 (불당동)",충청남도 천안시 서북구 불당동 1489 ,041 -569 -5353,일식
일반음식점,달리는커피천안불당점,"충청남도 천안시 서북구 불당21로 40, 501동 지하1층 B142호 (불당동, 천안불당 호반써밋플레이스)",충청남도 천안시 서북구 불당동 1613 천안불당 호반써밋플레이스 ,,기타
일반음식점,에이치푸드,"충청남도 천안시 서북구 동서대로 110-29, 1층 (성정동)",충청남도 천안시 서북구 성정동 545-3 ,041 -565 -2074,한식
일반음식점,긱스피자,"충청남도 천안시 서북구 서부2길 35, 1층 (성정동)",충청남도 천안시 서북구 성정동 650-4 ,,한식
일반음식점,송가육회직산점,"충청남도 천안시 서북구 직산읍 삼은2길 2, 1층",충청남도 천안시 서북구 직산읍 삼은리 76-173 새천안부동산 ,,한식
일반음식점,오뎅이랑삼치랑성성점,"충청남도 천안시 서북구 성성8로 2-27, 1동 1층 101호 (성성동)",충청남도 천안시 서북구 성성동 682 ,,한식
일반음식점,케이제이홀덤펍바,"충청남도 천안시 서북구 불당33길 15, 5층 501,502,503호 (불당동)",충청남도 천안시 서북구 불당동 1623 ,041 -565 -1411,호프/통닭
일반음식점,해물아저씨,"충청남도 천안시 서북구 성정공원5로 40, 1층 (성정동)",충청남도 천안시 서북구 성정동 1468 인아프라자 ,041 -565 -0080,한식
일반음식점,참조은집아구,"충청남도 천안시 서북구 서부4길 18-1, 1층 (성정동)",충청남도 천안시 서북구 성정동 686-28 ,041 -909 -4428,한식
일반음식점,통닭신사두정점,"충청남도 천안시 서북구 봉정로 370, 태조프라자 1층 103호 (두정동)",충청남도 천안시 서북구 두정동 155 태조프라자 ,,호프/통닭
일반음식점,깐깨우,"충청남도 천안시 서북구 두정상가8길 62, JESS빌딩 9층 (두정동)",충청남도 천안시 서북구 두정동 1438 ,,"외국음식전문점(인도,태국등)"
일반음식점,다오푸드,"충청남도 천안시 서북구 선영5길 26, 1층 (성정동)",충청남도 천안시 서북구 성정동 127-8 ,,한식
일반음식점,천안본점,"충청남도 천안시 서북구 불당19로 200, 401동 지하1층 109호 (불당동, 불당 호반베르디움 The First)",충청남도 천안시 서북구 불당동 1811 불당 호반베르디움 The First ,,횟집
일반음식점,심도,"충청남도 천안시 서북구 불당30길 7-2, 1층 (불당동)",충청남도 천안시 서북구 불당동 1774 ,,정종/대포집/소주방
일반음식점,이즈바삭,"충청남도 천안시 서북구 봉정로 211, 1층 (성정동)",충청남도 천안시 서북구 성정동 665-3 ,,분식
일반음식점,곱떡치떡성정두정점,"충청남도 천안시 서북구 양지21길 29, 1층 (성정동)",충청남도 천안시 서북구 성정동 736-10 ,,한식
일반음식점,꽃시육회,"충청남도 천안시 서북구 불당25로 176, 157호 (불당동)",충청남도 천안시 서북구 불당동 1534 ,,한식
일반음식점,밀것,"충청남도 천안시 서북구 불당22대로 86, 108호 (불당동)",충청남도 천안시 서북구 불당동 1535 ,,한식
일반음식점,죠스떡볶이천안신불당점,"충청남도 천안시 서북구 불당25로 138, 선우프라자 1층 108호 (불당동)",충청남도 천안시 서북구 불당동 1539 ,,분식
일반음식점,국빈관관광포차,"충청남도 천안시 서북구 원두정8길 20, 유림빌딩 3층 (두정동)",충청남도 천안시 서북구 두정동 886 유림빌딩 ,,정종/대포집/소주방
일반음식점,프랭크서울천안점,"충청남도 천안시 서북구 천안대로 1168, 1층 (부대동)",충청남도 천안시 서북구 부대동 99-2 현대부품대리점 ,,한식
일반음식점,붕어네커피,"충청남도 천안시 서북구 두정중7길 22, 1층 (두정동)",충청남도 천안시 서북구 두정동 1269 꿈나무빌딩 ,,경양식
일반음식점,메타포,"충청남도 천안시 서북구 성정중7길 30, 지1층 (성정동)",충청남도 천안시 서북구 성정동 1206 덕운빌딩 ,,한식
일반음식점,원딜리버리,"충청남도 천안시 서북구 백석로 222, 3층 (성정동)",충청남도 천안시 서북구 성정동 1005 대영빌딩 ,,한식
일반음식점,우리돼지참숯화덕1,"충청남도 천안시 서북구 두정중1길 6-10, 1층 106호 (두정동)",충청남도 천안시 서북구 두정동 1227 인트로타운 ,,한식
일반음식점,분식문방구천안쌍용점,"충청남도 천안시 서북구 쌍용7길 21, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 2000 ,,한식
일반음식점,오태식해바라기치킨쌍용점,"충청남도 천안시 서북구 쌍용16길 22, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 730 ,041 -574 -6433,호프/통닭
일반음식점,달떡볶이천안성정점,"충청남도 천안시 서북구 성정공원1길 9-4, 지하1층 (성정동)",충청남도 천안시 서북구 성정동 1504 호원빌딩 ,,경양식
일반음식점,아웃백딜리버리천안성정점,"충청남도 천안시 서북구 성정공원1길 9-4, 지1층 (성정동)",충청남도 천안시 서북구 성정동 1504 호원빌딩 ,02 2-0548-351 ,경양식
일반음식점,숙이네소머리국밥,"충청남도 천안시 서북구 쌍용14길 71, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 627 법무사박영일사무소 ,,한식
일반음식점,비비큐치킨,"충청남도 천안시 서북구 불당25로 192, 골든프라자2 1층 102호 (불당동)",충청남도 천안시 서북구 불당동 1487 ,,호프/통닭
일반음식점,에그까페,"충청남도 천안시 서북구 불당25로 192, 골든프라자2 1층 114호 (불당동)",충청남도 천안시 서북구 불당동 1487 ,,경양식
일반음식점,두심스I(아이)독도해물알찜,"충청남도 천안시 서북구 쌍용15길 53-1, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 639 신바람노래연습장 ,,한식
일반음식점,샤이바나천안성정점,"충청남도 천안시 서북구 성정공원1길 9-4, 지1층 (성정동)",충청남도 천안시 서북구 성정동 1504 호원빌딩 ,,한식
일반음식점,더엉클삼겹떡볶이,"충청남도 천안시 서북구 직산읍 봉주로 21, 1층",충청남도 천안시 서북구 직산읍 삼은리 76-201 잉크충전센터 ,041 -900 -1550,분식
일반음식점,옛날통닭,"충청남도 천안시 서북구 입장면 입장로 146, 1층",충청남도 천안시 서북구 입장면 하장리 64-4 ,041 -581 -2006,호프/통닭
일반음식점,쉼표식당,"충청남도 천안시 서북구 쌍용19로 43, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 412-1 ,,한식
일반음식점,쇼부라멘천안성정점,"충청남도 천안시 서북구 성정공원1길 9-4, 지하1층 (성정동)",충청남도 천안시 서북구 성정동 1504 호원빌딩 ,,일식
일반음식점,차차포차,"충청남도 천안시 서북구 미라3길 45, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1081 보석고시텔 ,,정종/대포집/소주방
일반음식점,짱혼밥대장,"충청남도 천안시 서북구 백석3로 130-13, 천안베스트빌2차 1층 102호일부호 (백석동)",충청남도 천안시 서북구 백석동 868 ,041 -523 -9064,한식
일반음식점,철수네매운쪽갈비,"충청남도 천안시 서북구 성정3길 27, 주건축물제1동 1층 (성정동)",충청남도 천안시 서북구 성정동 707-5 ,,한식
일반음식점,대성땡초불닭성정점,"충청남도 천안시 서북구 서부19길 31, 1동 1층 (성정동)",충청남도 천안시 서북구 성정동 626-6 ,,한식
일반음식점,79파운야드천안불당점,"충청남도 천안시 서북구 불당25로 146, 리치타워 1층 106,107호 (불당동)",충청남도 천안시 서북구 불당동 1541 ,,경양식
일반음식점,마약낙곱새천안점,"충청남도 천안시 서북구 한들1로 55-29, 한울빌딩 1층 (백석동)",충청남도 천안시 서북구 백석동 338-7 한울빌딩 ,,한식
일반음식점,오리뱅크,"충청남도 천안시 서북구 불당23로 70, 102호 (불당동)",충청남도 천안시 서북구 불당동 1530 ,,한식
일반음식점,하우스푸드,"충청남도 천안시 서북구 성정13길 35, 1층 (성정동)",충청남도 천안시 서북구 성정동 712-18 ,,한식
일반음식점,잘키운국내산청정돼지백석점,"충청남도 천안시 서북구 백석4길 12, 거성캐슬B 1층 106호 (백석동)",충청남도 천안시 서북구 백석동 858 거성캐슬B빌딩 ,,식육(숯불구이)
일반음식점,1989스피자,"충청남도 천안시 서북구 늘푸른5길 26, 라이프종합상가 1층 106호 (두정동)",충청남도 천안시 서북구 두정동 660 두정라이프종합상가 ,041 -555 -1989,경양식
일반음식점,오빠파스타,"충청남도 천안시 서북구 성정3길 27, 주건축물 제1동 1층 (성정동)",충청남도 천안시 서북구 성정동 707-5 ,,한식
일반음식점,두짬뽕,"충청남도 천안시 서북구 쌍용15길 53-1, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 639 신바람노래연습장 ,,중국식
일반음식점,빨간자전거쌍용점,"충청남도 천안시 서북구 미라8길 4, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1122 만화휴게실 ,,분식
일반음식점,본도시락천안두정점,"충청남도 천안시 서북구 성정두정로 98, 1층 (두정동)",충청남도 천안시 서북구 두정동 1524 광은빌딩 ,,한식
일반음식점,무모한초밥차암점,"충청남도 천안시 서북구 3공단6로 50, 힐링J타워 1층 108호 (차암동)",충청남도 천안시 서북구 차암동 435-1 힐링J타워 ,041 -561 -5533,일식
일반음식점,장호덕손만두천안불당점,"충청남도 천안시 서북구 불당21로 65, 더다움프라자 1층 101호 (불당동)",충청남도 천안시 서북구 불당동 1538 ,,한식
일반음식점,폴라니포케천안두정점,"충청남도 천안시 서북구 두정중10길 2, 타워오피스텔 1층 (두정동)",충청남도 천안시 서북구 두정동 1167 타워오피스텔 ,041 -622 -5242,경양식
일반음식점,수마라탕훠궈,"충청남도 천안시 서북구 불당25로 206, 2층 209호 (불당동)",충청남도 천안시 서북구 불당동 1489-1 ,,중국식
일반음식점,육찐곱도리앤닭한마리,"충청남도 천안시 서북구 성정13길 13, 1층 (성정동)",충청남도 천안시 서북구 성정동 707-6 ,,한식
일반음식점,장호덕손만두천안쌍용점,"충청남도 천안시 서북구 쌍용16길 54-1, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 648 처가집치킨 ,041 -572 -5834,한식
일반음식점,백채김치찌개천안백석점,"충청남도 천안시 서북구 한들3로 84, 1층 108호 (백석동)",충청남도 천안시 서북구 백석동 942 ,041 -565 -7700,한식
일반음식점,봉대박파스타앤찜닭두정성정점,"충청남도 천안시 서북구 늘푸른5길 26, 두정라이프종합상가 1층 104호 (두정동)",충청남도 천안시 서북구 두정동 660 두정라이프종합상가 ,,경양식
일반음식점,옛날짬뽕1973천안직산점,"충청남도 천안시 서북구 직산읍 송기길 6, 1층",충청남도 천안시 서북구 직산읍 부송리 39-8 기준유통 ,,중국식
일반음식점,전주한식,"충청남도 천안시 서북구 불당25로 178, 1층 116,117호 (불당동)",충청남도 천안시 서북구 불당동 1532 ,041 -551 -7111,한식
일반음식점,장미다방,"충청남도 천안시 서북구 성환읍 성환3로 50, 1층",충청남도 천안시 서북구 성환읍 성월리 106-2 ,041 -3468-8803,경양식
일반음식점,집밥처럼,"충청남도 천안시 서북구 개목1길 35, 1층 (성정동, 그랜드빌)",충청남도 천안시 서북구 성정동 981 그랜드빌 ,,한식
일반음식점,피자쿠치나천안두정점,"충청남도 천안시 서북구 노태산로 145, 상가동 1층 105호 (두정동, e편한세상 두정2차)",충청남도 천안시 서북구 두정동 2055 e편한세상 두정2차 ,,분식
일반음식점,해마실감자탕,"충청남도 천안시 서북구 성환읍 율금1길 221-34, 상가동 1층 116,117호 (두진그린힐아파트)",충청남도 천안시 서북구 성환읍 율금리 773 두진그린힐아파트 ,041 -588 -7882,한식
일반음식점,대양횟집,"충청남도 천안시 서북구 직산읍 상덕로 141, 1층",충청남도 천안시 서북구 직산읍 양당리 74 ,,한식
일반음식점,오피에스호두과자천안점,"충청남도 천안시 서북구 두정로 210, 2층 201호 (두정동)",충청남도 천안시 서북구 두정동 1292 ,,경양식
일반음식점,푸라닭천안직산점,"충청남도 천안시 서북구 직산읍 직산로 24, 상가동 1층 101호 (한도아파트)",충청남도 천안시 서북구 직산읍 삼은리 70 한도아파트 ,,호프/통닭
일반음식점,이화원심플,"충청남도 천안시 서북구 불당25로 208, 116호 (불당동)",충청남도 천안시 서북구 불당동 1489 ,,중국식
일반음식점,무모한초밥두정역점,"충청남도 천안시 서북구 두정로 267, 1층 (두정동)",충청남도 천안시 서북구 두정동 74 ,041 -555 -2848,일식
일반음식점,인생은돈불당점,"충청남도 천안시 서북구 불당2길 24-1, 1층 (불당동)",충청남도 천안시 서북구 불당동 976 ,,한식
일반음식점,홍익스테이크천안점,"충청남도 천안시 서북구 성정공원1길 9-4, 지하1층 (성정동)",충청남도 천안시 서북구 성정동 1504 호원빌딩 ,,식육(숯불구이)
일반음식점,평민닭발,"충청남도 천안시 서북구 백석3로 130-20, 1층 106호 (백석동)",충청남도 천안시 서북구 백석동 862 ,,한식
일반음식점,오대륙통닭쌍용점,"충청남도 천안시 서북구 봉서5길 24, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 809-1 맥주창고 ,041 -578 -2534,호프/통닭
일반음식점,한솥도시락,"충청남도 천안시 서북구 성성8로 14-10, 1층 (성성동)",충청남도 천안시 서북구 성성동 667 ,,한식
일반음식점,장호덕손만두천안성정점,"충청남도 천안시 서북구 성정중7길 3, 극동프라자1 1층 106호 (성정동)",충청남도 천안시 서북구 성정동 1124 극동프라자 ,041 -558 -4499,한식
