업소명,소재지(도로명),소재지(지번),소재지전화
돼지갈비무한리필,"충청남도 천안시 동남구 신촌4로 23-9, 1층 (신방동)",충청남도 천안시 동남구 신방동 74-51 ,041 -622 -9293
마루커피,"충청남도 천안시 동남구 광덕면 죽계2길 20, 1층",충청남도 천안시 동남구 광덕면 광덕리 656-1 1층 ,041 -568 -9292
에이비씨식당,"충청남도 천안시 동남구 충무로 18-3, 3층 (신방동)",충청남도 천안시 동남구 신방동 812-5 3층 ,
정통명장중화요리,"충청남도 천안시 동남구 풍세면 돈마루1길 167-14, 1동 1층",충청남도 천안시 동남구 풍세면 용정리 853-95 1동 1층 ,041 -553 -8100
어사출또,"충청남도 천안시 동남구 청수11로 13-17, 1층 103호, 104호, 105호 (청당동)","충청남도 천안시 동남구 청당동 495 1층 103호, 104호, 105호 ",
동신원,"충청남도 천안시 동남구 북면 위례성로 23, 1층","충청남도 천안시 동남구 북면 연춘리 243-36 외 1필지, 1층 ",041 -566 -8100
마이푸드,"충청남도 천안시 동남구 중암1길 3, 1동 1층 (안서동)",충청남도 천안시 동남구 안서동 516-6 1동 1층 ,041 -565 -5279
루모라,"충청남도 천안시 동남구 통정10로 17-12, 1층 (신방동)",충청남도 천안시 동남구 신방동 1519 1층 ,
달식당,"충청남도 천안시 동남구 대흥로 215, 1층 102호 (대흥동)","충청남도 천안시 동남구 대흥동 134 외 1필지, 1층 102호 ",
별난만두,"충청남도 천안시 동남구 신부3길 16-7, 1층 (신부동)",충청남도 천안시 동남구 신부동 486-10 1층 ,041 -555 -4869
(주)유앤아이푸드컴퍼니천안청당점,"충청남도 천안시 동남구 청수11로 24, 에스디빌딩 1층 103호, 104호 (청당동)","충청남도 천안시 동남구 청당동 517 에스디빌딩, 1층 103호, 104호 ",
정상갈비,"충청남도 천안시 동남구 유량로 107, 2층 3층 (유량동)","충청남도 천안시 동남구 유량동 365-21 외 2필지, 2층, 3층 ",041 -622 -7226
추억다방,"충청남도 천안시 동남구 봉정로 29, 가동 지하1층 (봉명동)","충청남도 천안시 동남구 봉명동 42-5 외 6필지, 가동 지하1층 ",
메콩타이신방점,"충청남도 천안시 동남구 서부대로 101, 1층 (신방동)","충청남도 천안시 동남구 신방동 399-30 외 1필지, 1층 ",
일심당,"충청남도 천안시 동남구 먹거리11길 47, 1층 (신부동)",충청남도 천안시 동남구 신부동 462-10 1층 ,041 -566 -4129
외갓집,"충청남도 천안시 동남구 광덕면 죽계1길 8, 1층",충청남도 천안시 동남구 광덕면 광덕리 567-2 1층 ,
고래의꿈3물고기이야기,"충청남도 천안시 동남구 청수10길 31-1, 1층 (삼룡동)",충청남도 천안시 동남구 삼룡동 461 1층 ,041 -553 -6003
인스토리,"충청남도 천안시 동남구 청수11로 24, 6층 605호 (청당동)",충청남도 천안시 동남구 청당동 517 605호,
화화,"충청남도 천안시 동남구 청수11로 24, 에스디빌딩 2층 203호, 204호, 205호 (청당동)","충청남도 천안시 동남구 청당동 517 에스디빌딩 2층 203호, 204호, 205호 ",041 -553 -8892
역말주막,"충청남도 천안시 동남구 단대로 117, 2층 (신부동)",충청남도 천안시 동남구 신부동 240-3 2층 ,
이우철한방누룽지삼계탕,"충청남도 천안시 동남구 태조산길 142-3, 1층 (유량동)","충청남도 천안시 동남구 유량동 274-16 외 1필지, 1층 ",041 -523 -5259
콘테인복권판매점,"충청남도 천안시 동남구 청수11로 13-11, 101호 중 일부 (청당동)",충청남도 천안시 동남구 청당동 496 101호 중 일부 ,
쇼쿠지신부점,"충청남도 천안시 동남구 먹거리9길 7, 1동 1층 (신부동)",충청남도 천안시 동남구 신부동 456-13 1동 1층 ,
읍천리382천안신방점,"충청남도 천안시 동남구 수곡로 55, 1층 (신방동)","충청남도 천안시 동남구 신방동 74-16 외 1필지, 1층 ",
차니분식식당,"충청남도 천안시 동남구 대흥로 13, 1동 1층 (구성동)","충청남도 천안시 동남구 구성동 314-13 외 2필지, 1동 1층 ",
맛있는집,"충청남도 천안시 동남구 방죽안3길 6, 1동 1층 (신부동)",충청남도 천안시 동남구 신부동 566 1동 1층 ,
유량별미칡냉면,"충청남도 천안시 동남구 태조산길 179, 1층 (유량동)",충청남도 천안시 동남구 유량동 129-1 1층 ,
수타치는중국집,"충청남도 천안시 동남구 터미널5길 5, 1층 (신부동)",충청남도 천안시 동남구 신부동 794 1층 ,
마마,"충청남도 천안시 동남구 고재16길 2, 1층 (원성동)",충청남도 천안시 동남구 원성동 639 1층 ,041 -572 -5501
무드앤테라스,"충청남도 천안시 동남구 태조산길 220-3, 1층 (유량동)",충청남도 천안시 동남구 유량동 56 1층 ,041 -522 -2030
천안김치찌개,"충청남도 천안시 동남구 통정9로 22, 1층 102호 (신방동)",충청남도 천안시 동남구 신방동 1289 1층 102호 ,041 -571 -0117
사월,"충청남도 천안시 동남구 터미널5길 33, 1층 (신부동)",충청남도 천안시 동남구 신부동 657 1층 ,
태양양푼이동태탕,"충청남도 천안시 동남구 충절로 262, 1층 (구성동)",충청남도 천안시 동남구 구성동 468-9 1층 ,
삐삐네,"충청남도 천안시 동남구 터미널6길 21, 1층 (신부동)",충청남도 천안시 동남구 신부동 675 1층 ,
서른하나,"충청남도 천안시 동남구 먹거리9길 30-1, 1층 (신부동)",충청남도 천안시 동남구 신부동 465-3 1층 ,
갈비정원,"충청남도 천안시 동남구 새말1길 51-6, 1층 (용곡동)",충청남도 천안시 동남구 용곡동 481-5 1층 ,041 -574 -1001
스낵바,"충청남도 천안시 동남구 성남면 종합휴양지로 200, 5동 1층 (대명리조트)",충청남도 천안시 동남구 성남면 용원리 672 5동 1층 ,
산토리아,"충청남도 천안시 동남구 성남면 종합휴양지로 200, 9동 1층 (대명리조트)",충청남도 천안시 동남구 성남면 용원리 672 9동 1층 ,
엑소엑소핫도그앤커피,"충청남도 천안시 동남구 성남면 종합휴양지로 200, 10동 1층 (대명리조트)",충청남도 천안시 동남구 성남면 용원리 672 10동 1층 ,
피노카페,"충청남도 천안시 동남구 풍세면 휴양림길 99-23, 1층","충청남도 천안시 동남구 풍세면 삼태리 393-23 외 2필지, 1층 ",
59쌀피자안서점,"충청남도 천안시 동남구 각원사길 36, 1층 (안서동)",충청남도 천안시 동남구 안서동 241-15 1층 ,041 -562 -5999
사이공포보,"충청남도 천안시 동남구 개목6길 7, 1층 (봉명동)",충청남도 천안시 동남구 봉명동 351 1층 ,041 -579 -5176
어울림,"충청남도 천안시 동남구 신용로 7, 1층 (다가동)",충청남도 천안시 동남구 다가동 351-30 1층 ,070 -4799-3193
참조은푸드,"충청남도 천안시 동남구 고재15길 9-22, 1층 (원성동)",충청남도 천안시 동남구 원성동 568-1 ,041 -554 -3680
민테이블,"충청남도 천안시 동남구 청수15길 6-21, 1층 (청수동)",충청남도 천안시 동남구 청수동 292 1층 ,
달콩,"충청남도 천안시 동남구 명동길 45, 1층 (대흥동)",충청남도 천안시 동남구 대흥동 105-1 1층 ,
홍윤선가정식백반,"충청남도 천안시 동남구 공설시장2길 21, 1층 (대흥동)",충청남도 천안시 동남구 대흥동 10-10 1층 ,041 -553 -9790
오시티월드,"충청남도 천안시 동남구 각원사길 104, 1층 (안서동)",충청남도 천안시 동남구 안서동 266-13 1층 ,
청담이상천안법원점,"충청남도 천안시 동남구 청수11로 18, 2층 201호 (청당동)",충청남도 천안시 동남구 청당동 513 2층 201호 ,
로맨틱카페,"충청남도 천안시 동남구 큰시장길 28, 1층 (사직동)",충청남도 천안시 동남구 사직동 176-9 1층 ,
일품순두부돌솥밥정식,"충청남도 천안시 동남구 풍세로 656, B동 1층 (신방동)",충청남도 천안시 동남구 신방동 276-2 B동 1층 ,041 -579 -0011
인식,"충청남도 천안시 동남구 새말2길 28, 1층 (신방동)",충청남도 천안시 동남구 신방동 13-3 1층 ,041 -577 -1643
대명주점식당,"충청남도 천안시 동남구 성남면 종합휴양지4길 28, 1층",충청남도 천안시 동남구 성남면 용원리 663 1층 ,
희선이네분식,"충청남도 천안시 동남구 옛농고4길 1, 1층 (원성동)",충청남도 천안시 동남구 원성동 269-20 1층 ,
룸까페아이엔지,"충청남도 천안시 동남구 수곡1길 8-5, 2층 (신방동)",충청남도 천안시 동남구 신방동 71-21 2층 ,
패밀리해장국,"충청남도 천안시 동남구 청수9로 15, 1층 101호 (청당동)",충청남도 천안시 동남구 청당동 493 1층 101호 ,
종로맥가,"충청남도 천안시 동남구 청수6로 35-26, 1층 (청당동)",충청남도 천안시 동남구 청당동 586 1층 ,041 -566 -1311
채육시간,"충청남도 천안시 동남구 풍세면 풍세로 502, 1층",충청남도 천안시 동남구 풍세면 남관리 93 1층 ,041 -575 -9294
라비앙,"충청남도 천안시 동남구 통정2길 6-23, 1층 (신방동)",충청남도 천안시 동남구 신방동 966 1층 ,
대만성,"충청남도 천안시 동남구 충무로 492, 1층 (구성동)",충청남도 천안시 동남구 구성동 475-1 1층 ,041 -567 -7128
눈들삼계탕,"충청남도 천안시 동남구 용곡1길 86, 1동 1층 (용곡동)",충청남도 천안시 동남구 용곡동 337 1동 1층 ,041 -578 -3379
신세계백화점충청점육첩반상,"충청남도 천안시 동남구 만남로 43, 본관2동 6층 (신부동)","충청남도 천안시 동남구 신부동 354-1 외 61필지, 본관2동 6층 ",02  -1670-6784
스타트하우스,"충청남도 천안시 동남구 목천읍 충절로 1048-68, R동 1층","충청남도 천안시 동남구 목천읍 운전리 401 외 3필지, R동 1층 ",041 -557 -2903
맹기네생고기,"충청남도 천안시 동남구 목천읍 충절로 888, 1층",충청남도 천안시 동남구 목천읍 신계리 131-6 1층 ,
인사동전통찻집,"충청남도 천안시 동남구 청수15길 10, 1층 (청수동)",충청남도 천안시 동남구 청수동 286 1층 ,
트리앤버드,"충청남도 천안시 동남구 향교5길 20, 1층 (유량동)",충청남도 천안시 동남구 유량동 263-11 1층 ,
삼형제푸드신부,"충청남도 천안시 동남구 신부11길 13-1, 1층 (신부동)",충청남도 천안시 동남구 신부동 487-9 1층 ,041 -555 -5033
범즈,"충청남도 천안시 동남구 중앙로 213, 1층 (신부동)","충청남도 천안시 동남구 신부동 371-25 외 2필지, 1층 ",
신부동클라쓰,"충청남도 천안시 동남구 신부11길 22, 1층 (신부동)",충청남도 천안시 동남구 신부동 484-18 1층 ,
성호네,"충청남도 천안시 동남구 대흥로 231-1, 1층 (대흥동)",충청남도 천안시 동남구 대흥동 57-63 1층 ,
명동닭갈비앤낙지,"충청남도 천안시 동남구 대흥로 228, 삼영빌딩 1층 115, 116호 (대흥동)","충청남도 천안시 동남구 대흥동 80 1층 115호, 116호 ",041 -557 -7177
주식회사즐거운밥상천안지점,"충청남도 천안시 동남구 목천읍 관동마을길 37, 1층",충청남도 천안시 동남구 목천읍 도장리 362-3 1층 ,041 -558 -0615
두찜천안구성점,"충청남도 천안시 동남구 구성14길 19, 1층 (구성동)",충청남도 천안시 동남구 구성동 427-8 1층 ,041 -552 -0981
초담,"충청남도 천안시 동남구 광덕면 해수길 40, 1층",충청남도 천안시 동남구 광덕면 광덕리 561-1 ,041 -568 -2233
행복한끼,"충청남도 천안시 동남구 수신면 5산단4로 162-25, 1층",충청남도 천안시 동남구 수신면 신풍리 604 1층 ,
육개장앤갈비탕,"충청남도 천안시 동남구 청수6로 103, 1층 101호, 102호 (청수동)","충청남도 천안시 동남구 청수동 350 1층 101호, 102호 ",041 -552 -0863
말자네약속다방병천점,"충청남도 천안시 동남구 병천면 아우내순대길 16, 1동 1층",충청남도 천안시 동남구 병천면 병천리 230-1 1동 1층 ,
라무진,"충청남도 천안시 동남구 청수11로 18, 1층 106호 (청당동)",충청남도 천안시 동남구 청당동 513 1층 106호 ,
치킨마루앤놀떡신부안서점,"충청남도 천안시 동남구 터미널5길 16, 1층 (신부동)",충청남도 천안시 동남구 신부동 684 1층 ,
캠핑하우스,"충청남도 천안시 동남구 용곡1길 98, 1층 (용곡동)",충청남도 천안시 동남구 용곡동 316-14 1층 ,041 -415 -1877
미스사이공청당점,"충청남도 천안시 동남구 청수14로 102, 에이스법조타워 1층 115호 (청당동)",충청남도 천안시 동남구 청당동 552 에이스법조타워 1층 115호 ,
진미식당,"충청남도 천안시 동남구 천안천공원4길 7-1, 1층 (영성동)",충청남도 천안시 동남구 영성동 156-10 1층 ,041 -622 -1021
수림정,"충청남도 천안시 동남구 통정6로 29, 1층 (신방동)","충청남도 천안시 동남구 신방동 1723 외 1필지, 1층 ",041 -577 -0201
풍경포차,"충청남도 천안시 동남구 차돌고개3길 15-1, 1층 (다가동)",충청남도 천안시 동남구 다가동 376-12 1층 ,
밀실떡볶이,"충청남도 천안시 동남구 먹거리10길 9, 1층 (신부동)",충청남도 천안시 동남구 신부동 455-15 1층 ,
서가앤야타이,"충청남도 천안시 동남구 만남로 58, 2동 2층 (신부동)","충청남도 천안시 동남구 신부동 468-1 외 1필지, 2동 2층 ",041 -557 -8412
두바이치킨,"충청남도 천안시 동남구 북일로 71, DK프라자 1층 102호 (신부동)",충청남도 천안시 동남구 신부동 289-16 DK프라자 1층 102호 ,041 -558 -7799
카페도시락,"충청남도 천안시 동남구 병천면 가전7길 1-34, 1층",충청남도 천안시 동남구 병천면 가전리 190-55 1층 ,041 -557 -1231
다온식당,"충청남도 천안시 동남구 성남면 봉양1길 203-6, 1층",충청남도 천안시 동남구 성남면 봉양리 831-8 1층 ,041 -568 -5255
유가네,"충청남도 천안시 동남구 고재1길 27, 1층 (원성동)",충청남도 천안시 동남구 원성동 564-3 1층 ,
화신짬뽕,"충청남도 천안시 동남구 통정12로 24, 1층 (신방동)",충청남도 천안시 동남구 신방동 1061 1층 ,
멍멍떡볶이와파스토보이천안점,"충청남도 천안시 동남구 개목6길 6, 1층 (봉명동)",충청남도 천안시 동남구 봉명동 367 1층 ,041 -574 -2006
후라이드참잘하는집,"충청남도 천안시 동남구 광풍로 1865, 1층 104호 (청당동)",충청남도 천안시 동남구 청당동 447 1층 104호 ,
카페아르떼,"충청남도 천안시 동남구 목천읍 교천지산길 364, 1동 1층",충청남도 천안시 동남구 목천읍 지산리 26-5 1동 1층 ,041 -900 -7221
우럭만,"충청남도 천안시 동남구 터미널3길 25, 1층 (신부동)",충청남도 천안시 동남구 신부동 719 1층 ,041 -567 -0906
천안커피,"충청남도 천안시 동남구 목천읍 서리1길 26, 1층, 2층","충청남도 천안시 동남구 목천읍 서리 66-1 1층, 2층 ",
금리마을가든,"충청남도 천안시 동남구 목천읍 삼방로 953-1, 1층",충청남도 천안시 동남구 목천읍 석천리 209-5 1층 ,
궁중통도가니탕설렁탕,"충청남도 천안시 동남구 풍세면 풍세로 502, 1층",충청남도 천안시 동남구 풍세면 남관리 93 1층 ,
디저트카페아마이,"충청남도 천안시 동남구 신촌4로 34, 1층 (신방동)",충청남도 천안시 동남구 신방동 74-6 1층 ,
역전할머니맥주천안신방점,"충청남도 천안시 동남구 수곡2길 17, 성산빌딩 1층 (신방동)",충청남도 천안시 동남구 신방동 54 1층 ,
위례산다모임,"충청남도 천안시 동남구 북면 위례성로 1465, 1동 1층",충청남도 천안시 동남구 북면 운용리 69 1동 1층 ,
동이칼국수,"충청남도 천안시 동남구 광덕면 신흥리3길 24, 1층",충청남도 천안시 동남구 광덕면 신흥리 309-22 1층 ,041 -565 -1103
삼죽,"충청남도 천안시 동남구 성남면 신사운전길 1, 1층",충청남도 천안시 동남구 성남면 신사리 316-2 ,
춘천닭갈비,"충청남도 천안시 동남구 봉정로 58-1, 1층 (봉명동)",충청남도 천안시 동남구 봉명동 48-73 ,041 -574 -9595
달려라동대문곱창,"충청남도 천안시 동남구 통정1로 18, 1층 103호 (신방동)",충청남도 천안시 동남구 신방동 1199 ,041 -574 -9234
족발야시장청수점,"충청남도 천안시 동남구 청수11로 24, 1층 107,108호 (청당동)",충청남도 천안시 동남구 청당동 517 107.8호,
윈드폴,"충청남도 천안시 동남구 통정2길 5-15, 1층 (신방동)",충청남도 천안시 동남구 신방동 1015 ,041 -578 -1700
자매투가리감자탕,"충청남도 천안시 동남구 청수11로 11, 1층 (청당동)",충청남도 천안시 동남구 청당동 497 ,041 -551 -0302
루프리텔캄,"충청남도 천안시 동남구 먹거리9길 8, 1층 (신부동)",충청남도 천안시 동남구 신부동 457-3 ,
도르리813,"충청남도 천안시 동남구 청수7로 6-26, 1층 (청당동)",충청남도 천안시 동남구 청당동 813 1층 ,
트로트뉴웨이브대포집,"충청남도 천안시 동남구 대흥로 336-10, 1층 (신부동)",충청남도 천안시 동남구 신부동 370-5 1층 ,
일품한식뷔페,"충청남도 천안시 동남구 목천읍 성남로 27, 1층",충청남도 천안시 동남구 목천읍 천정리 106-1 1층 ,041 -522 -1614
굽네치킨목천점,"충청남도 천안시 동남구 목천읍 신계1길 41, 천안목천동우1차아파트생활편익시설동 1층 120호 (동우아파트)",충청남도 천안시 동남구 목천읍 신계리 422 동우아파트 생활편익시설동 120호,041 -558 -9294
청춘,"충청남도 천안시 동남구 일봉로 112, 1층 104호 (용곡동)",충청남도 천안시 동남구 용곡동 206-1 ,
아노코히,"충청남도 천안시 동남구 먹거리10길 6, 1,2층 (신부동)",충청남도 천안시 동남구 신부동 456-5 ,070 -8834-1131
제이푸드,"충청남도 천안시 동남구 신촌로 41, 1층 (신방동)",충청남도 천안시 동남구 신방동 768-5 ,041 -574 -1003
에이게이트,"충청남도 천안시 동남구 목천읍 동리2길 183, 1층,2층,3층",충청남도 천안시 동남구 목천읍 동리 22 ,
육미가,"충청남도 천안시 동남구 통정9로 12, 1층 (신방동)",충청남도 천안시 동남구 신방동 1285 ,
밀썸,"충청남도 천안시 동남구 북일로 63, 2층 201호 (신부동)",충청남도 천안시 동남구 신부동 289-35 ,041 -557 -5033
무쏘천안유량점,"충청남도 천안시 동남구 향교1길 128, 1층 (유량동)","충청남도 천안시 동남구 유량동 245-1 외 1필지, 1층 ",041 -553 -1226
맥주가게킹,"충청남도 천안시 동남구 충절로 205, 1층 (원성동)",충청남도 천안시 동남구 원성동 564-7 ,
돈드위치,"충청남도 천안시 동남구 신부12길 29-2, 1층 (신부동)",충청남도 천안시 동남구 신부동 490-21 ,041 -562 -7001
한우랑돼지랑갈비랑,"충청남도 천안시 동남구 통정10로 33-3, 1층 (신방동)",충청남도 천안시 동남구 신방동 1526 1층 ,041 -592 -9283
한잔하개,"충청남도 천안시 동남구 문암로 90, 1층 (안서동)",충청남도 천안시 동남구 안서동 406 ,
청담동5번가,"충청남도 천안시 동남구 옛시청길 9-1, 1층 (대흥동)",충청남도 천안시 동남구 대흥동 106-1 ,
빈대떡신사,"충청남도 천안시 동남구 터미널9길 10, 1층 (신부동)",충청남도 천안시 동남구 신부동 554 ,
한길오대륙통닭,"충청남도 천안시 동남구 충절로 311, 향목그라비스상가 1층 101호 (구성동)",충청남도 천안시 동남구 구성동 301-4 ,041 -566 -4900
이차돌천안청당점,"충청남도 천안시 동남구 청수9로 15, 1층 103호, 104호 (청당동)",충청남도 천안시 동남구 청당동 493 ,
또봉이통닭신부동문아파트점,"충청남도 천안시 동남구 신부5길 26-3, 1층 (신부동)",충청남도 천안시 동남구 신부동 507-17 ,041 -522 -3433
명동골목,"충청남도 천안시 동남구 새말2길 26, 1층 (신방동)",충청남도 천안시 동남구 신방동 13-4 ,041 -571 -0999
깻잎두마리치킨,"충청남도 천안시 동남구 중암3길 3, 1층 (안서동)",충청남도 천안시 동남구 안서동 314-1 ,
빅쭌부대찌개,"충청남도 천안시 동남구 목천읍 교천지산길 4, 1층",충청남도 천안시 동남구 목천읍 신계리 320-3 ,041 -588 -7942
장군포차,"충청남도 천안시 동남구 개목4길 18, 1층 (봉명동)",충청남도 천안시 동남구 봉명동 336 ,041 -577 -1863
맥주가게끝판왕,"충청남도 천안시 동남구 청수5로 3, 2층 206호 (청당동)",충청남도 천안시 동남구 청당동 506 ,041 -569 -1002
해뜨락김밥,"충청남도 천안시 동남구 신부8길 21, 상가1-1동 지하1층 117호 (신부동, 도솔노블시티 동문굿모닝힐)",충청남도 천안시 동남구 신부동 988 도솔노블시티 동문굿모닝힐 지하1층 상가1-1동 117호,041 -555 -1247
기모찌,"충청남도 천안시 동남구 통정2길 1, 1층 (신방동)",충청남도 천안시 동남구 신방동 1025 ,
개성집천안법원점,"충청남도 천안시 동남구 청수5로 3, 2층 203,204,205호 (청당동)",충청남도 천안시 동남구 청당동 506 ,
육갱,"충청남도 천안시 동남구 청수14로 60, 서미법조타워 1층 106호, 2층 203호 (청당동)","충청남도 천안시 동남구 청당동 488 서미법조타워 1층 106호, 2층 203호 ",
청당동김밥집,"충청남도 천안시 동남구 청수7로 2, 1층 (청당동)",충청남도 천안시 동남구 청당동 849 ,041 -558 -8208
족발자리,"충청남도 천안시 동남구 용곡5길 39-4, 1층 106호 (용곡동)",충청남도 천안시 동남구 용곡동 248-2 106호 일부 ,041 -572 -7303
호천당,"충청남도 천안시 동남구 청수9로 47, 2층 201호,202호 (청당동)",충청남도 천안시 동남구 청당동 524 ,
천돌축산,"충청남도 천안시 동남구 신부8길 21, 상가1-1동 지하1층 102호 (신부동, 도솔노블시티 동문굿모닝힐)",충청남도 천안시 동남구 신부동 988 도솔노블시티 동문굿모닝힐 지하1층 상가1-1동 102호,041 -588 -1002
림식당,"충청남도 천안시 동남구 태조산길 220-9, 1층 (유량동)",충청남도 천안시 동남구 유량동 57 ,
또와요곱돌삼겹살,"충청남도 천안시 동남구 통정9로 40, 1층 101호 (신방동)",충청남도 천안시 동남구 신방동 1424 ,041 -579 -9900
아미가출장뷔페,"충청남도 천안시 동남구 통정1로 38-12, 1층 (신방동)",충청남도 천안시 동남구 신방동 1120 1층 ,
민속주점술향기,"충청남도 천안시 동남구 은행길 11, 지하1층 (대흥동)",충청남도 천안시 동남구 대흥동 101-1 지하1층 ,
순천향천안장례식장,"충청남도 천안시 동남구 순천향6길 30, 2동 지하1층 (봉명동)",충청남도 천안시 동남구 봉명동 218-3 ,041 -570 -2444
개성집유량점,"충청남도 천안시 동남구 태조산길 99-6, 1층 (유량동)",충청남도 천안시 동남구 유량동 250-8 ,041 -566 -7011
아재냉삼,"충청남도 천안시 동남구 청수11로 26, 킨타워 1층 104호, 105호 (청당동)","충청남도 천안시 동남구 청당동 518 킨타워 1층 104호, 105호 ",
원플러스,"충청남도 천안시 동남구 목천읍 충절로 902, 8층",충청남도 천안시 동남구 목천읍 신계리 165-10 ,041 -557 -4242
성원식당,"충청남도 천안시 동남구 원성2교길 29, 제1동 1층 (원성동)",충청남도 천안시 동남구 원성동 314-5 ,041 -566 -2590
굿푸드,"충청남도 천안시 동남구 병천면 충절로 1859, 1동 1층","충청남도 천안시 동남구 병천면 탑원리 171-3 외 2필지, 1동 1층 ",
달콤한윤,"충청남도 천안시 동남구 청수7로 41, 1층 106호 (청당동)",충청남도 천안시 동남구 청당동 714 ,
니카드로,"충청남도 천안시 동남구 터미널3길 34, 1층 (신부동)",충청남도 천안시 동남구 신부동 652 1층 ,
꼬지사케,"충청남도 천안시 동남구 청수12로 21, 1층 (청당동)",충청남도 천안시 동남구 청당동 846 ,
갈비만,"충청남도 천안시 동남구 청수11로 13-17, 2층 201호,202호,203호 (청당동)",충청남도 천안시 동남구 청당동 495 ,041 -569 -9291
명인만두청수행정타운점,"충청남도 천안시 동남구 청수14로 102, 에이스법조타워 1층 104호 (청당동)","충청남도 천안시 동남구 청당동 552 에이스법조타워, 1층 104호 ",
백석가든,"충청남도 천안시 동남구 목천읍 응원1길 72, 1층",충청남도 천안시 동남구 목천읍 응원리 247-3 1층 ,041 -565 -7674
더스완천안아산점,"충청남도 천안시 동남구 청수14로 102, 에이스법조타워 7층 713호,714호,715호,716호 (청당동)",충청남도 천안시 동남구 청당동 552 ,
홍밀당떡볶이,"충청남도 천안시 동남구 중앙로 243, 1층 102호 (신부동)",충청남도 천안시 동남구 신부동 392-9 102호 일부 ,041 - 592-1588
중앙반점,"충청남도 천안시 동남구 봉서4길 26, 1동 1층 (봉명동)",충청남도 천안시 동남구 봉명동 428-2 ,041 -573 -5557
배달연구소청수점,"충청남도 천안시 동남구 청수로 15, 상가동 지하1층 101호 (청수동, 경남아너스빌아파트)","충청남도 천안시 동남구 청수동 267 경남아너스빌아파트, 상가동 지하1층 101호 ",
늘커피스탠드,"충청남도 천안시 동남구 풍세면 풍세로 155, 1층 101B호",충청남도 천안시 동남구 풍세면 보성리 485-2 ,
소백양샤브,"충청남도 천안시 동남구 대흥로 215, 1층 103호 (대흥동)","충청남도 천안시 동남구 대흥동 134 외 1필지, 1층103호 ",
바른치킨신부점,"충청남도 천안시 동남구 북일로 70, 120동 1층 104호 (신부동, 천안신부힐스테이트)",충청남도 천안시 동남구 신부동 978 힐스테이트천안신부 120동 1층 104호 ,
연안식당청당점,"충청남도 천안시 동남구 청수14로 102, 에이스법조타워 1층 101호,102호 (청당동)",충청남도 천안시 동남구 청당동 552 ,
연춘리,"충청남도 천안시 동남구 먹거리9길 8, 1층 (신부동)",충청남도 천안시 동남구 신부동 457-3 1층 ,041 -567 -1993
다보정,"충청남도 천안시 동남구 차돌고개3길 18, 1층 (다가동)",충청남도 천안시 동남구 다가동 379-5 1층 ,
강순자옛맛김치찌개청수점,"충청남도 천안시 동남구 청수14로 60, 서미법조타워 1층 113호 (청당동)",충청남도 천안시 동남구 청당동 488 서미법조타워 ,041 -568 -3101
셰프향샤브샤브,"충청남도 천안시 동남구 먹거리10길 31, 1층 (신부동)",충청남도 천안시 동남구 신부동 463-8 ,
맘스터치천안역점,"충청남도 천안시 동남구 대흥로 227, 1층 (대흥동)",충청남도 천안시 동남구 대흥동 299-10 1층 ,041 -566 -9289
세종푸드,"충청남도 천안시 동남구 북면 충절로 1281, 1층",충청남도 천안시 동남구 북면 연춘리 176-12 1층 ,
형제짬뽕,"충청남도 천안시 동남구 수신면 5산단로 180, 2층",충청남도 천안시 동남구 수신면 신풍리 159-4 2층 일부 ,
진국,"충청남도 천안시 동남구 성황로 43-1, 1층 (성황동)",충청남도 천안시 동남구 성황동 94-23 ,041 -552 -0088
삽교운대횟집,"충청남도 천안시 동남구 차돌로 38, 1층 (다가동)",충청남도 천안시 동남구 다가동 374-4 ,041 -574 -8123
커들,"충청남도 천안시 동남구 먹거리10길 12, 지하1층 (신부동)",충청남도 천안시 동남구 신부동 456-15 지하1층 일부 ,
한길오대륙통닭,"충청남도 천안시 동남구 목천읍 신계1길 39, 1층",충청남도 천안시 동남구 목천읍 신계리 422-11 1층 일부 ,
천안호냉면,"충청남도 천안시 동남구 구성1길 18, 1층 (구성동)",충청남도 천안시 동남구 구성동 466-1 외 1필지 ,
분식이이래도되는가청수청당점,"충청남도 천안시 동남구 청수5로 3, 1층 104호 (청당동)",충청남도 천안시 동남구 청당동 506 1층 104호 ,041 -566 -9294
용곡정육식당,"충청남도 천안시 동남구 용곡6길 26-7, 2동 1층 (용곡동)",충청남도 천안시 동남구 용곡동 77-61 2동 1층 ,041 -569 -3000
미담,"충청남도 천안시 동남구 성황로 47, 1층 (성황동)",충청남도 천안시 동남구 성황동 100-13 ,
뉴은지동태탕,"충청남도 천안시 동남구 청수11로 13-21, 2층 203호 (청당동)",충청남도 천안시 동남구 청당동 494 2층 203호 ,041 -556 -8259
한촌설렁탕천안법조타운점,"충청남도 천안시 동남구 청수5로 11, 1층 101호,102호,103호 (청당동)",충청남도 천안시 동남구 청당동 504 ,041 -557 -4167
도리하다용곡점,"충청남도 천안시 동남구 일봉로 84, 1층 (용곡동)",충청남도 천안시 동남구 용곡동 226-29 1층 일부 ,041 -577 -2282
일차회담,"충청남도 천안시 동남구 풍세로 761, 1층 (신방동)",충청남도 천안시 동남구 신방동 200 1층 일부 ,041 -577 -3737
원성동그릴,"충청남도 천안시 동남구 고재20길 46, 1층 (원성동)",충청남도 천안시 동남구 원성동 628-2 ,041 -551 -3939
